ID,First Name,Middle Name,Last Name,Category ID,Link to the SIGGRAPH History Archive,Category Description,Role
0856,Jackie,,White,4,,Pioneer,1988 Pioneer
0857,Turner,,Whitted,1,,Award,1986 Computer Graphics Achievement Award
0858,Turner,,Whitted,1,,Award,2013 Steven Anson Coons Award
0859,Turner,,Whitted,1,,Award,2018 SIGGRAPH Academy
0860,Turner,,Whitted,2,,Conference Committee,1997 Papers Chair
0861,Turner,,Whitted,3,,Executive Committee,2010-2012 Executive Committee
0862,Turner,,Whitted,4,,Pioneer,1986 Pioneer
0863,Mary,C.,Whitton,1,,Award,2013 Outstanding Service Award
0864,Mary,C.,Whitton,3,,Executive Committee,1990-1998 Executive Committee
0865,Mary,C.,Whitton,4,,Pioneer,1977 Pioneer
0866,Mary,C.,Whitton,5,,SIGGRAPH Committee,History Committee
0867,Lance,J.,Williams,1,,Award,2001 Steven Anson Coons Award
0868,Michael,,Wimmer,4,,Pioneer,1997 Pioneer
0869,Michael,,Wolf,4,,Pioneer,1990 Pioneer
0870,Adrianne,,Wortzel,4,,Pioneer,1992 Pioneer
0871,Bonnie,,Mitchell,5,,SIGGRAPH Committee,1994-2000 Education Committee
0872,Chris,,Wyman,2,,Conference Committee,2012 Late-Breaking Chair
0873,Chris,,Wyman,2,,Conference Committee,2013 General Submissions Chair
0874,Chris,,Wyman,2,,Conference Committee,2023 Courses Chair
0875,Brian,,Wyvill,3,,Executive Committee,2013-2020 Executive Committee
0876,Brian,,Wyvill,4,,Pioneer,1975 Pioneer
0877,Brian,,Wyvill,5,,SIGGRAPH Committee,2006-2012 Small Conference Committee
0878,Rebecca,Ruige,Xu,5,,SIGGRAPH Committee,2021-2023 Digital Arts Committee
0879,Cem,,Yuksel,2,,Conference Committee,2023 Real-Time Live! Chair
0880,Amit,,Zoran,2,https://history.siggraph.org/person/amit-zoran-2/,Conference Committee,2015 Art Gallery Chair
0881,Denis,,Zorin,1,,Award,2019 Computer Graphics Achievement Award
0882,Mike,,Zyda,4,,Pioneer,1973 Pioneer
0883,Bonnie,,Mitchell,5,,SIGGRAPH Committee,2018-2023 History Committee
0884,Marc,,Levoy,1,,Award,1996 Computer Graphics Achievement Award
0885,Marc,,Levoy,4,,Pioneer,1971 Pioneer
0886,David,,Evans,1,,Award,1989 Steven Anson Coons Award
0887,David,,Evans,4,,Pioneer,1965 Pioneer
0888,John,,Warnock,1,,Award,1989 Computer Graphics Achievement Award
0889,John,,Warnock,4,,Pioneer,1989 Pioneer
0890,Jose,Luis,Encarnação,1,,Award,1995 Steven Anson Coons Award
0891,Jose,Luis,Encarnação,4,,Pioneer,Pioneer
0892,Richard (Dick),,Shoup,1,,Award,1990 Computer Graphics Achievement Award
0893,Richard (Dick),,Shoup,4,,Pioneer,Pioneer
0894,James,H,Clark,1,,Award,1984 Computer Graphics Achievement Award
0895,James,H,Clark,4,,Pioneer,Pioneer
0896,Tomoyuki,,Nishita,1,,Award,2005 Steven Anson Coons Award
0897,Tomoyuki,,Nishita,4,,Pioneer,1987 Pioneer
0898,Ron ,,Fedkiw,1,,Award,2005 Significant New Researcher Award
0899,Richard,,Szeliski,1,,Award,2011 Computer Graphics Achievement Award
0900,Joseph,,Reynolds,4,,Pioneer,1964 Pioneer
0901,Joseph,,Reynolds,5,,Chapters,"Austin, Texas Chapter"
